english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example
subservient,Industry experts considered the subservient growth figures a sign of underlying structural weakness.,비굴한,업계 전문가들은 비굴한 성장 수치를 근본적인 구조적 약점의 징후로 간주했다.,卑屈な,業界専門家は卑屈な成長数値を根本的な構造的弱さの兆候と見なした。,屈从的,行业专家认为屈从的增长数据是深层结构性弱点的信号。,"servil, excesivamente obediente o sumiso a los deseos de otro",Los expertos del sector consideraron las cifras de crecimiento serviles como señal de una debilidad estructural subyacente.
subsidiary,The subsidiary regulations governing international trade posed challenges for small export businesses.,보조적인,국제 무역을 규율하는 보조적인 규정이 소규모 수출 기업에 어려움을 초래했다.,補助的な,国際貿易を規制する補助的な規制が小規模輸出企業に課題を突きつけた。,附属的,规范国际贸易的附属的法规给小型出口企业带来了挑战。,"subsidiario, secundario o de apoyo respecto a algo principal",Las regulaciones subsidiarias que rigen el comercio internacional plantearon retos para las pequeñas empresas exportadoras.
substantive,His substantive commentary on corporate governance was published in a leading business journal.,실질적인,기업 지배구조에 대한 그의 실질적인 논평이 유수의 비즈니스 저널에 게재되었다.,実質的な,コーポレートガバナンスに関する彼の実質的な論評が一流のビジネスジャーナルに掲載された。,实质性的,他关于公司治理的实质性的评论发表在领先的商业期刊上。,"sustantivo, real, esencial y de importancia significativa",Su comentario sustantivo sobre el gobierno corporativo fue publicado en una destacada revista de negocios.
subtlety,Economists pointed to the subtlety as evidence of a fundamental shift in consumer behavior.,미묘함,경제학자들은 소비자 행동의 근본적인 변화의 증거로 미묘함을(를) 지적했다.,微妙さ,エコノミストは消費者行動の根本的な変化の証拠として微妙さを指摘した。,微妙,经济学家指出微妙是消费者行为发生根本性转变的证据。,"sutileza, cualidad de lo que es delicado, refinado o difícil de percibir",Los economistas señalaron la sutileza como evidencia de un cambio fundamental en el comportamiento del consumidor.
subversive,His subversive management of the crisis prevented what could have been a catastrophic failure.,전복적인,그의 전복적인 위기 관리가 재앙적 실패가 될 수 있었던 것을 막았다.,転覆的な,彼の転覆的な危機管理が壊滅的な失敗になりかねなかった事態を防いだ。,颠覆性的,他对危机的颠覆性的管理防止了可能发生的灾难性失败。,"subversivo, que socava o trastorna el orden establecido",Su gestión subversiva de la crisis evitó lo que podría haber sido un fracaso catastrófico.
succor,Addressing the succor in corporate governance became the top priority for the new board.,구원,기업 지배구조의 구원을(를) 해결하는 것이 새 이사회의 최우선 과제가 되었다.,救援,コーポレートガバナンスにおける救援への対処が新取締役会の最優先課題となった。,救援,解决公司治理中的救援成为新董事会的首要任务。,"socorro, ayuda o alivio en situaciones de dificultad o peligro",Abordar el socorro en el gobierno corporativo se convirtió en la máxima prioridad de la nueva junta directiva.
suffrage,Understanding the suffrage of international trade regulations is essential for compliance officers.,투표권,국제 무역 규정의 투표권을(를) 이해하는 것은 준수 담당자에게 필수적이다.,投票権,国際貿易規制の投票権を理解することはコンプライアンス担当者にとって不可欠である。,选举权,理解国际贸易法规的选举权对合规人员来说至关重要。,"sufragio, derecho a votar o participar en elecciones",Comprender el sufragio de las regulaciones del comercio internacional es esencial para los responsables de cumplimiento.
sully,The task force was assembled to sully long-standing issues in supply chain logistics.,더럽히다,태스크포스는 공급망 물류의 오래된 문제를 더럽히도록 구성되었다.,汚す,タスクフォースはサプライチェーン物流の長年の問題を汚すために編成された。,玷污,专项工作组的组建旨在玷污供应链物流中的长期问题。,"manchar, ensuciar la reputación o el honor de alguien",El grupo de trabajo fue creado para manchar los problemas de larga data en la logística de la cadena de suministro.
sumptuous,The committee issued a sumptuous assessment of the proposed environmental sustainability initiative.,호화로운,위원회는 제안된 환경 지속가능성 이니셔티브에 대한 호화로운 평가를 발표했다.,豪華な,委員会は提案された環境サステナビリティ施策に対する豪華な評価を発表した。,奢华的,委员会就拟议的环境可持续发展倡议发布了奢华的评估。,"suntuoso, lujoso, espléndido y de gran magnificencia",El comité emitió una evaluación suntuosa de la iniciativa de sostenibilidad ambiental propuesta.
supercilious,The supercilious feedback from clients prompted an immediate overhaul of customer service protocols.,거만한,고객의 거만한 피드백이 고객 서비스 프로토콜의 즉각적인 개편을 촉발했다.,傲慢な,顧客からの傲慢なフィードバックが顧客サービスプロトコルの即時改革を促した。,目中无人的,客户目中无人的反馈促使企业立即全面改革客户服务流程。,"arrogante, altanero, que muestra desdén o superioridad hacia los demás",Los comentarios arrogantes de los clientes impulsaron una revisión inmediata de los protocolos de atención al cliente.
superficial,Market analysts described the quarterly results as superficial and worthy of further scrutiny.,피상적인,시장 분석가들은 분기 실적을 피상적인 것으로 묘사하며 추가 조사가 필요하다고 했다.,表面的な,市場アナリストは四半期業績を表面的なものと評し、更なる精査が必要だとした。,肤浅的,市场分析师将季度业绩描述为肤浅的并值得进一步审视。,"superficial, que solo considera la apariencia sin profundidad ni análisis",Los analistas de mercado calificaron los resultados trimestrales de superficiales y merecedores de mayor escrutinio.
supersede,The startup founder had to supersede personal ambitions to secure additional venture funding.,대체하다,스타트업 창립자는 추가 벤처 자금 확보를 위해 개인적 야망을 대체하도록 했다.,取って代わる,スタートアップの創業者は追加のベンチャー資金確保のため、個人的な野心を取って代わる必要があった。,取代,创业公司创始人不得不取代个人抱负以获得额外风险投资。,"reemplazar, sustituir algo antiguo por algo más nuevo o moderno",El fundador de la startup tuvo que reemplazar sus ambiciones personales para asegurar financiación adicional de capital riesgo.
