english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example
obdurate,The union representative remained obdurate in demanding higher wages during the contract talks.,완고한,노조 대표는 계약 협상에서 더 높은 임금을 요구하며 완강한 태도를 유지했다.,頑固な,労働組合代表は契約交渉中により高い賃金を求めて頑固な態度を維持した。,顽固的,工会代表在合同谈判中坚持要求更高工资的立场毫不动摇。,"nulificación, anulación, dejar sin efecto",La nulificación del acuerdo dejó a ambas partes libres de perseguir otros tratos.
objection,The defense lawyer raised a formal objection to the admissibility of the new evidence.,이의,변호사는 새로운 증거의 허용 가능성에 대해 공식적인 이의를 제기했다.,異議,弁護士は新しい証拠の許容性に対して正式な異議を唱えた。,异议,辩护律师对新证据的可采纳性提出了正式异议。,"obdurado, terco, empedernido",El representante sindical permaneció obdurado en su exigencia de salarios más altos durante las conversaciones contractuales.
obligee,The obligee has the right to enforce payment under the terms of the bond.,채권자,채권자는 채권 조건에 따라 지급을 강제할 권리가 있다.,債権者,債権者は債券の条件に基づいて支払いを強制する権利を有する。,债权人,债权人有权根据债券条款强制执行付款。,"objeción, protesta formal",El abogado defensor planteó una objeción formal sobre la admisibilidad de las nuevas pruebas.
obliterate,The fire obliterate d all records stored in the warehouse.,말살하다,화재로 창고에 보관된 모든 기록이 소멸되었다.,抹消する,火災により倉庫に保管されていた全記録が消滅した。,消灭,火灾摧毁了仓库中存放的所有记录。,"obligatario, acreedor de un bono",El obligatario tiene derecho a exigir el pago conforme a los términos del bono.
obscure,The contract language was too obscure for most employees to understand.,모호한,계약 내용이 너무 모호해서 대부분의 직원이 이해하지 못했다.,曖昧な,契約の文言が曖昧すぎて、ほとんどの社員には理解できなかった。,模糊的,合同语言过于晦涩，大多数员工无法理解。,"borrar por completo, destruir, arrasar",El incendio borró todos los registros almacenados en el almacén.
observance,Strict observance of safety regulations is required in the factory.,준수,공장에서는 안전 규정의 엄격한 준수가 요구된다.,遵守,工場では安全規則の厳格な遵守が求められる。,遵守,工厂要求严格遵守安全规定。,"oscuro, confuso, poco claro",El lenguaje del contrato era demasiado oscuro para que la mayoría de los empleados lo entendiera.
obstruct,The new regulation could obstruct international trade agreements.,방해하다,새 규정이 국제 무역 협정을 방해할 수 있다.,妨害する,新しい規制が国際貿易協定を妨げる可能性がある。,阻碍,新规定可能会阻碍国际贸易协定。,"observancia, cumplimiento, acatamiento",La observancia estricta de las normas de seguridad es requerida en la fábrica.
obviate,Digital signatures obviate the need for physical document exchange.,제거하다,전자 서명은 실물 문서 교환의 필요성을 없앤다.,取り除く,電子署名により物理的な文書交換の必要性がなくなる。,消除,电子签名消除了实物文件交换的需要。,"obstruir, bloquear, impedir",El nuevo reglamento podría obstruir los acuerdos comerciales internacionales.
occupancy,The building occupancy rate increased to ninety percent this quarter.,점유,이번 분기 건물 점유율이 90%로 상승했다.,占有,今四半期のビル稼働率は90パーセントに上昇した。,占用,本季度大楼入住率上升至百分之九十。,"obviar, eliminar, hacer innecesario",Las firmas digitales obvian la necesidad de intercambio físico de documentos.
offshoot,The consulting division is an offshoot of the original accounting firm.,파생물,컨설팅 부서는 원래 회계 법인의 파생 조직이다.,派生物,コンサルティング部門はもともとの会計事務所から派生したものだ。,分支,咨询部门是原会计事务所的衍生机构。,"ocupación, tasa de ocupación",La tasa de ocupación del edificio aumentó al noventa por ciento este trimestre.
oligarch,The oligarch controlled several major industries in the region.,과두 정치가,그 재벌은 해당 지역의 여러 주요 산업을 지배했다.,寡頭政治家,その寡頭支配者は地域の主要産業を複数支配していた。,寡头,这位寡头控制了该地区的几个主要行业。,"vástago, derivado, rama",La división de consultoría es un vástago de la firma contable original.
omission,The omission of key data led to an inaccurate financial report.,누락,핵심 데이터의 누락으로 부정확한 재무 보고서가 작성되었다.,漏れ,重要データの欠落により不正確な財務報告書が作成された。,遗漏,关键数据的遗漏导致了不准确的财务报告。,"oligarca, miembro de una oligarquía",El oligarca controlaba varias industrias importantes de la región.
onus,The onus is on the manufacturer to prove product safety.,의무,제품 안전을 증명할 책임은 제조업체에 있다.,義務,製品の安全性を証明する責任はメーカーにある。,责任,证明产品安全的责任在于制造商。,"omisión, falta, descuido",La omisión de datos clave llevó a un informe financiero inexacto.
operand,Each operand in the formula must be verified before calculation.,피연산자,공식의 각 피연산자는 계산 전에 검증되어야 한다.,被演算子,計算式の各被演算子は計算前に検証する必要がある。,操作数,公式中的每个操作数在计算前都必须验证。,"responsabilidad, carga de la prueba",La responsabilidad de demostrar la seguridad del producto recae en el fabricante.
opportunistic,The company made an opportunistic acquisition during the market downturn.,기회주의적인,회사는 시장 침체기에 기회주의적 인수를 단행했다.,機会主義的な,会社は市場低迷期に機会主義的な買収を行った。,机会主义的,公司在市场低迷期进行了机会主义收购。,"operando, operando en una fórmula",Cada operando de la fórmula debe verificarse antes del cálculo.
