"english","example","ko_meaning","ko_example","ja_meaning","ja_example","zh_meaning","zh_example"
"clairvoyant","No one is clairvoyant enough to predict market movements perfectly.","투시력이 있는, 천리안의","아무도 시장 움직임을 완벽하게 예측할 만큼 투시력이 있지 않다.","透視力のある、千里眼の","市場の動きを完璧に予測できるほどの透視力を持つ者はいない。","有洞察力的，预知的","没有人有足够的洞察力来完美预测市场走势。"
"cloister","She cloistered herself to focus on writing the annual report.","은둔시키다, 수도원","그녀는 연간 보고서 작성에 집중하기 위해 은둔했다.","隠遁させる、修道院","彼女は年次報告書の執筆に集中するために隠遁した。","隐居，修道院","她隐居起来专心撰写年度报告。"
"coax","The manager coaxed the team into accepting the new schedule.","구슬리다, 달래다","매니저가 팀을 구슬려 새로운 일정을 수용하게 했다.","説得する、なだめる","マネージャーはチームを説得して新しいスケジュールを受け入れさせた。","哄劝，诱导","经理哄劝团队接受了新的日程安排。"
"coda","The final quarter served as a coda to an extraordinary fiscal year.","종결부, 끝맺음","마지막 분기는 특별한 회계 연도의 종결부 역할을 했다.","コーダ、終結部","最終四半期は素晴らしい会計年度のコーダとなった。","尾声，结尾","最后一个季度是非凡财年的尾声。"
"cognoscenti","The product was praised by industry cognoscenti.","전문가, 박식한 사람들","제품은 업계 전문가들로부터 찬사를 받았다.","専門家、博識な人々","製品は業界の専門家から賞賛された。","内行人，鉴赏家","该产品受到了行业内行人的赞誉。"
"colloquium","The annual colloquium attracted leading economists.","학술 토론회, 세미나","연례 학술 토론회가 주요 경제학자들을 끌어들였다.","学術討論会、セミナー","年次学術討論会が著名な経済学者を集めた。","学术研讨会","年度学术研讨会吸引了顶尖经济学家。"
"colossus","The tech colossus dominated global cloud computing.","거인, 거상","기술 거상이 글로벌 클라우드 컴퓨팅을 지배했다.","巨人、巨像","テック大手がグローバルクラウドコンピューティングを支配した。","巨人，巨头","这家科技巨头主导了全球云计算。"
"comity","International comity is essential for global trade agreements.","예의, 상호 존중","국제적 예의는 글로벌 무역 협정에 필수적이다.","礼儀、相互尊重","国際的な礼儀はグローバル貿易協定に不可欠だ。","礼让，友好","国际礼让对全球贸易协定至关重要。"
"commandeer","The department commandeered the conference room for the crisis meeting.","징발하다, 강제 사용하다","부서가 위기 회의를 위해 회의실을 징발했다.","徴発する、強制使用する","部門は危機会議のために会議室を徴発した。","征用，强占","部门征用了会议室来开危机会议。"
"commingle","Client funds must not be commingled with company assets.","혼합하다, 섞다","고객 자금을 회사 자산과 혼합해서는 안 된다.","混合する、混ぜる","顧客資金を会社の資産と混同してはならない。","混合，掺杂","客户资金不得与公司资产混合。"
"compact","The two firms entered into a compact to share research costs.","협정, 계약","두 회사는 연구 비용을 공유하기 위한 협정을 맺었다.","協定、契約","2社は研究コストを共有する協定を結んだ。","协议，契约","两家公司签订了分担研究费用的协议。"
"compatriot","She worked with compatriots in the overseas office.","동포, 같은 나라 사람","그녀는 해외 사무소의 동포들과 함께 일했다.","同胞、同国人","彼女は海外オフィスの同胞と一緒に働いた。","同胞，同乡","她与海外办事处的同胞一起工作。"
"compendious","The compendious report covered all key metrics on a single page.","간결한, 요약적인","간결한 보고서가 한 페이지에 모든 핵심 지표를 다루었다.","簡潔な、要約的な","簡潔な報告書が1ページですべての主要指標をカバーした。","简明的，概要的","简明的报告在一页纸上涵盖了所有关键指标。"
"compunction","He felt no compunction about laying off underperformers.","양심의 가책, 후회","그는 실적이 나쁜 직원을 해고하는 데 양심의 가책을 느끼지 않았다.","良心の呵責、後悔","彼は業績不振者の解雇に良心の呵責を感じなかった。","内疚，悔恨","他对裁掉表现不佳的员工毫无内疚。"
"concatenate","We need to concatenate all quarterly data into an annual report.","연결하다, 연쇄시키다","모든 분기 데이터를 연간 보고서로 연결해야 한다.","連結する、連鎖させる","すべての四半期データを年次報告書に連結する必要がある。","连接，串联","我们需要将所有季度数据串联成年度报告。"
"conclave","The executive conclave discussed the five-year strategic plan.","비밀 회의, 회합","경영진 비밀 회의에서 5개년 전략 계획을 논의했다.","秘密会議、会合","幹部の秘密会議で5年間の戦略計画が議論された。","秘密会议，闭门会议","高管闭门会议讨论了五年战略计划。"
"concord","The merger was achieved through concord between both boards.","화합, 일치","합병은 양 이사회 간의 화합을 통해 이루어졌다.","調和、一致","合併は両取締役会の調和により達成された。","和谐，一致","合并是通过双方董事会的和谐一致实现的。"
"concourse","The building's concourse was designed for maximum foot traffic.","넓은 홀, 합류점","건물의 넓은 홀은 최대 보행 트래픽을 위해 설계되었다.","広いホール、合流点","ビルのコンコースは最大の歩行者動線のために設計された。","大厅，汇合处","大楼的大厅设计为最大化人流量。"
"condign","Condign penalties were imposed for the safety violations.","당연한, 마땅한","안전 위반에 대해 마땅한 처벌이 부과되었다.","当然の、ふさわしい","安全違反に対して当然の罰則が課された。","应得的，恰当的","对安全违规行为施加了应得的处罚。"
"conflagration","The financial conflagration spread across global markets.","대화재, 대재난","금융 대재난이 글로벌 시장 전반에 확산되었다.","大火災、大災難","金融の大火災がグローバル市場全体に広がった。","大火，大灾难","金融灾难蔓延至全球市场。"
"conflate","Do not conflate revenue growth with profitability.","합치다, 혼동하다","수익 성장과 수익성을 혼동하지 마라.","合わせる、混同する","収益成長と収益性を混同してはならない。","合并，混淆","不要将收入增长与盈利能力混为一谈。"
"confrere","He consulted with his confreres in the accounting department.","동료, 동업자","그는 회계 부서의 동료들과 상의했다.","同僚、同業者","彼は経理部の同僚と相談した。","同事，同行","他与会计部门的同事进行了商讨。"
"connote","The brand name connotes luxury and exclusivity.","내포하다, 함축하다","브랜드 이름은 럭셔리와 독점성을 내포한다.","含意する、暗示する","ブランド名は贅沢さと独占性を含意する。","暗示，含义","品牌名称暗示着奢华和独特性。"
"consanguinity","Due to consanguinity, both board members recused themselves.","혈연 관계, 동족","혈연 관계로 인해 두 이사회 구성원 모두 기피했다.","血縁関係、同族","血縁関係のため、両取締役は辞退した。","血缘关系，亲族","由于血缘关系，两位董事会成员都回避了。"
